doi;author;title;year;abstract;journal
10.1163/1960602810X00016;Daniel HUBER;On the chronology of the changes to Proto-Tai initial clusters *pl-, *ml-, *kl- in Northern Tai*;2010;Les r?flexes des groupes consonantiques initiaux *pl-, *ml-, *kl- du proto-ta? pr?sentent de nos jours une grande vari?t? de formes dans les langues ta? du nord, qui m?rite une etude d?taill?e du point de vue de la phonotactique. Or ni la l?nition de ces groupes consonantiques en pj-, mj-, kj-, ou en py-, my-, ky-, ni leur ?ventuelle palatalisation en t?- ne sont traitees dans la litt?rature exception faite de Li (1977) et Qin (1997). Cet article conteste la chronologie proposee par Qin, pour en proposer une autre qui rend mieux compte de la phonotactique du tai du nord, accompagn?e d'une analyse plus appropri?e des donn?es de Qin.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/1960602810X00025;"Marta DONAZZAN; Sylviane R. SCHWER; Lucia M TOVENA; SylvianeR. SCHWER; Lucia M. TOVENA";Les adverbes z?i du chinois mandarin et encore dans le syst?me temporel de Reichenbach;2010;"Ce travail ?tudie les propri?t?s s?mantiques de l'adverbe z?i ??? du chinois mandarin, que nous analysons comme un adverbe de r?p?tition restreint aux ?v?nements prospectifs par rapport au temps d'?valuation, et comparons avec l'adverbe encore du fran?ais, en reprenant l'analyse de Renaud et Luo (1987). Un examen d?taill? des contraintes impos?es par le syst?me aspectuel des deux langues nous permet d'analyser les interactions de ces deux adverbes avec l'information temporelle v?hicul?e par la phrase. Notre description formelle s'appuie sur la caract?risation des diff?rentes formes d'it?ration produites par les adverbes r?p?titifs, propos?e par Donazzan (2008); Tovena et Donazzan (2008), et sur la repr?sentation du mod?le reichenbachien des temps verbaux sous forme de treillis de Delannoy g?n?ralis?s, pr?sent?e par Autebert et Schwer (2003), et appliqu?e par Schwer (2007) ? l'?tude des temps verbaux.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/1960602810X00034;Luxia LI;On the formation of concessive conjunctions RAN and RAN'ER;2010;Contrary to many Chinese linguists who regard the historical development of the conjunctions r?n and r?n'?r as identical, I argue that the two are in fact distinct. Through a thorough analysis of occurrences of these conjunctions in twelve texts from the Archaic and Mediaeval Chinese periods, I show that ran, originally a verbal demonstrative occurring between clauses that are not semantically coherent, grammaticalized into a conjunction under the influence of the context. The conjunction r?n'?r shows a distinct pathway of grammaticalization: it originally derived from instances of collocation of the demonstrative r?n and the conjunction ?r, and underwent lexicalization to be reanalyzed as a word. I argue that the context is very important in the process of grammaticalization of the two conjunctions.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/1960602810X00043;Michel FERLUS;Le           cycle           khmer           des           douze           animaux :           histoire           d'un contact ancien entre           Vietnam           et Cambodge;2010;Three-quarters of a century before, George C?d?s showed that eight of the terms in the Khmer duodecimal cycle were related to the usual names of the corresponding animals in Muong (a dialect close to Vietnamese). Today, one can assert that the twelve terms of the whole cycle, including 'year', are borrowed from Old Vietnamese. For each term, we compare modem forms, epigraphic occurrences and reconstructions in the concerned languages. Substitutions of animal names are highlighted. The oldest attestations of Vietnamese words are found in the ancient Khmer inscriptions.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/1960602810X00052;"Alexis MICHAUD; Guillaume JACQUES";Insights           into           Naxi           and           Pumi           at the end of the           19                        th                      century: evidence on sound changes           from           the word           lists by           Charles-Eudes Bonin*;2010;Les vocabulaires de cinq langues d'Asie orientale publi?s en 1903 par Charles-Eudes Bonin sont transcrits de fa?on rudimentaire, selon les conventions orthographiques du fran?ais. Ils fournissent n?anmoins des indices concernant la prononciation de ces langues peu avant 1900. Nous examinons deux des listes de Bonin ? la lumi?re de donn?es plus r?centes et plus syst?matiques, afin de d?celer d'?ventuelles indications sur des changements phon?tiques. La liste de mots naxi fournit des indices concernant le degr? de palatalisation des v?laires devant les voyelles ferm?es d'avant et la prononciation des voyelles /i/, /y/ et /o/. La liste de mots pumi r?v?le que le groupe /st-/ existait encore ? l'?poque dans le dialecte ?tudi?.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/1960602810X00061;"Alice VITTRANT; Johan Van der AUWERA; Johan VAN DER AUWERA";Epistemic modality           or           how           to express likelihood           in Burmese*;2010;This paper is a corpus study of the expression of epistemic modality in Burmese. Epistemic modality is the expression of the speaker's degree of certainty. The study identifies markers of epistemic modality in an English language novel and investigates how epistemic uses of may, might, could, maybe and perhaps have been translated into Burmese. The study partially confirms earlier work and partially adduces new insights: Burmese is characterized by the lack of epistemic adverbs, the extensive use of an irrealis marker and conventionalized complex modal constructions.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/1960602810X00070;Fran?oise BOTT?RO;Heming YONG & Jing PENG (2008). Chinese Lexicography: A History from 1046 BC to AD 1911. New York: Oxford University Press, 458p.;2010;"""Heming YONG & Jing PENG (2008). Chinese Lexicography: A History from 1046 BC to AD 1911. New York: Oxford University Press, 458p."" published on 01 Jan 2010 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/1960602810X00089;Thomas PELLARD;"Bjarke FRELLESVIG and John WHITMAN (2008). Proto-Japanese: Issues and Prospects. Amsterdam; Philadelphia: John Benjamins. 229 p.";2010;"""Bjarke FRELLESVIG and John WHITMAN (2008). Proto-Japanese: Issues and Prospects. Amsterdam; Philadelphia: John Benjamins. 229 p."" published on 01 Jan 2010 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/1960602809X00018;Bingfu LU;The parallelism           between           NPs           and clauses           in           terms of           pragmatic           effects on word order;2009;This article argues that the two word order typologies at the clause level (V, S, O) and at the noun phrase level ([D]emonstrative, [A]djective, [N]oun) are both crucially motivated by the same two principles, that is, the principle of Semantic Head-Proximity (SHP) and the pragmatic Identifiability Precedence Principle (IPP). The interaction of the SHP and the IPP can explain several major left-right asymmetries of word order variation, such as the observation that the order of pre-nominal modifiers is usually fixed while that of post-nominal ones is fairly variable. In particular, to comprehensively account for the order of modifiers, an extended IPP is posited, which states that the higher the degree of identifiability (definiteness, etc.) a modifier contributes to its matrix NP, the stronger is its tendency to appear earlier.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/1960602809X00027;"Laurent SAGART; William H. BAXTER; William BAXTER";Reconstructing           Old Chinese           uvulars in           the           Baxter-Sagart           system (Version 0.99)';2009;"This paper discusses the reconstruction of uvular and labio-uvular stops in Old Chinese, originally proposed by Pan Wuyun. The following two improvements are proposed: (1) the Old Chinese non labialized voiced uvular stop evolved to Middle Chinese y- (???) rather than hj- (???) in Pan's theory (which implies that Middle Chinese y- has two sources in Old Chinese: *1- and *G-); (2) uvulars and labio-uvulars evolve to MC velars when preceded by a minor syllable. This explains why velars and uvulars frequently alternate in phonetic series. The article also explores the evolution of (labio)uvulars in the context of different prefixes.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/1960602809X00036;David HOLM;A typology of readings of Chinese characters in traditional           Zhuang manuscripts;2009;The Old Zhuang Script is an instance of a borrowed Chinese character script. Zhuang is the current designation for the northern and central Tai languages spoken in Guangxi in southern China. On the basis of a corpus of traditional texts, as recited by traditional owners, this article presents a typology of Zhuang readings of the standard Chinese characters in these texts. While some categories represent phonetic or semantic readings of Chinese characters, others correspond neither semantically nor phonetically to Chinese graphs, and often involve serial borrowing. The implications of this typology for the study of writing systems, and the Chinese writing system in particular, would seem to be considerable.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/1960602809X00045;Wolfgang BEHR;Comptes rendus;2009;"""Comptes rendus"" published on 01 Jan 2009 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/1960602809X00054;Takahiro MORITA;Theses;2009;"""Theses"" published on 01 Jan 2009 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/1960602809X00063;"N. J. ENFIELD; G?rard DIFFLOTH";Phonology           and sketch grammar           of           Kri,           a           Vietic           language of           Laos;2009;This article presents a first sketch of Kri, a Vietic (Austroasiatic) language spoken in upland Laos. This previously undescribed language is of special interest not only in so far as it adds to the typological sample of the world's languages, but also in so far as its complex phonological system adds to our understanding of the historical development of Vietic and Austroasiatic, and more generally to the process of tonogenesis. Kri syllables are defined both in terms of segments and segmental slots, as well as in terms of register ('heavy' versus 'light') and what we call 'terminance' (voiced, voiceless, checked). Register and terminance have this in common with tone that they all involve laryngeal features. The description also contains a sketch of the main morphosyntactic features of the language.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/1960602809X00072;"Joseph Deth THACH; Denis PAILLARD";Description de                        tr3?                      en           Khmer           contemporain;2009;"The verb tr3? in Khmer displays a wide range of uses and values which, as this analysis aims to show, can be given a unitary description. Based on a systematic description of the five main groups of uses (""necessity"", ""conformity"", ""detrimental"", ""passive"" and ""touch""), it is possible to formulate a set of syntactic and semantic constraints and regularities which account for this range of uses through postulation of a stable semantic identity for the verb.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/1960602809X00081;W. South COBLIN;Retroflex           initials           in           the           history           of Southern Guanhua phonology;2009;During most of its history the Gu?nhu? koine is thought to have been rooted in the southern Mandarin dialects of the Yangtze watershed. However, the earliest alphabetic recordings of this language, dating from the mid-fifteenth century, show that it had certain distinctly northern characteristics. The present paper studies one of the features, i.e., retroflexion of certain syllable initials, and concludes that this is attributable to northern migration into the Nanking area from mid-Yu?n to early Ming times. Subsequently, the koine came under increasingly heavy southern influence, resulting in competing non-northern forms in the lexicon. These probably became dominant later in the history of the koine.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
